ENSCMIP00000023228	ENSCMIG00000010402	callorhinchus_milii
ENSMICP00000046287	ENSMICG00000047247	microcebus_murinus
ENSRROP00000001905	ENSRROG00000007714	rhinopithecus_roxellana
ENSCPOP00000003417	ENSCPOG00000003784	cavia_porcellus
ENSCAPP00000008426	ENSCAPG00000010139	cavia_aperea
ENSJJAP00000008914	ENSJJAG00000012956	jaculus_jaculus
ENSCGRP00000000119	ENSCGRG00000000135	cricetulus_griseus_crigri
ENSCGRP00001007708	ENSCGRG00001010094	cricetulus_griseus_chok1gshd
ENSPANP00000030056	ENSPANG00000010320	papio_anubis
ENSLLEP00000001523	ENSLLEG00000001005	leptobrachium_leishanense
ENSCSRP00000000776	ENSCSRG00000000625	chelydra_serpentina
ENSCSRP00000000755	ENSCSRG00000000610	chelydra_serpentina
ENSMLEP00000004610	ENSMLEG00000020867	mandrillus_leucophaeus
ENSCHIP00000003772	ENSCHIG00000007969	capra_hircus
ENSCAFP00040019692	ENSCAFG00040012328	canis_lupus_familiarisgreatdane
ENSCAFP00020007772	ENSCAFG00020006285	canis_lupus_dingo
ENSCAFP00000049799	ENSCAFG00000049272	canis_lupus_familiaris
ENSCAFP00030035708	ENSCAFG00030022263	canis_lupus_familiarisbasenji
ENSOPRP00000016229	ENSOPRG00000018626	ochotona_princeps
ENSCGRP00001025794	ENSCGRG00001023290	cricetulus_griseus_chok1gshd
ENSCGRP00000013641	ENSCGRG00000009895	cricetulus_griseus_crigri
ENSHGLP00100004515	ENSHGLG00100003411	heterocephalus_glaber_male
ENSCAPP00000006426	ENSCAPG00000008608	cavia_aperea
ENSCPOP00000017099	ENSCPOG00000021384	cavia_porcellus
ENSSDAP00000016135	ENSSDAG00000014604	spermophilus_dauricus
ENSDORP00000008692	ENSDORG00000009251	dipodomys_ordii
ENSECAP00000038452	ENSECAG00000036241	equus_caballus
ENSECAP00000035037	ENSECAG00000031063	equus_caballus
ENSMPUP00000002665	ENSMPUG00000002693	mustela_putorius_furo
ENSCAFP00000013382	ENSCAFG00000023663	canis_lupus_familiaris
ENSDLEP00000016470	ENSDLEG00000012079	delphinapterus_leucas
ENSBTAP00000059653	ENSBTAG00000050258	bos_taurus
ENSOARP00000018633	ENSOARG00000017360	ovis_aries
ENSCHIP00010002590	ENSCHIG00010001841	capra_hircus_blackbengal
ENSPPRP00000001257	ENSPPRG00000024251	panthera_pardus
ENSCAFP00030028866	ENSCAFG00030017942	canis_lupus_familiarisbasenji
ENSCAFP00040034004	ENSCAFG00040021044	canis_lupus_familiarisgreatdane
ENSVVUP00000029432	ENSVVUG00000021543	vulpes_vulpes
ENSMLUP00000019275	ENSMLUG00000023773	myotis_lucifugus
ENSECAP00000029117	ENSECAG00000039496	equus_caballus
ENSBMUP00000020284	ENSBMUG00000015281	bos_mutus
ENSPCOP00000030916	ENSPCOG00000028215	propithecus_coquereli
ENSMICP00000021160	ENSMICG00000027233	microcebus_murinus
ENSPPYP00000015234	ENSPPYG00000013625	pongo_abelii
ENSRROP00000035562	ENSRROG00000041271	rhinopithecus_roxellana
ENSPANP00000005238	ENSPANG00000000148	papio_anubis
ENSMLEP00000003201	ENSMLEG00000013635	mandrillus_leucophaeus
ENSDNOP00000020887	ENSDNOG00000039684	dasypus_novemcinctus
ENSETEP00000013999	ENSETEG00000017243	echinops_telfairi
ENSLACP00000000884	ENSLACG00000000796	latimeria_chalumnae
ENSTMTP00000027706	ENSTMTG00000020181	terrapene_carolina_triunguis
ENSCPBP00000007159	ENSCPBG00000005638	chrysemys_picta_bellii
ENSCABP00000001119	ENSCABG00000000939	chelonoidis_abingdonii
ENSGEVP00005006564	ENSGEVG00005004674	gopherus_evgoodei
ENSCSRP00000000804	ENSCSRG00000000647	chelydra_serpentina
ENSARWP00000025657	ENSARWG00000017410	apteryx_rowi
ENSAZOP00000002284	ENSAZOG00000001556	anas_zonorhyncha
ENSAPLP00000030186	ENSAPLG00000018561	anas_platyrhynchos_platyrhynchos
ENSPSTP00000024348	ENSPSTG00000017959	pavo_cristatus
ENSPSTP00000024339	ENSPSTG00000017953	pavo_cristatus
ENSMGAP00000015257	ENSMGAG00000014415	meleagris_gallopavo
ENSZALP00000016872	ENSZALG00000013663	zonotrichia_albicollis
ENSCCEP00000004934	ENSCCEG00000005421	cyanistes_caeruleus
ENSANIP00000015505	ENSANIG00000010546	accipiter_nisus
ENSCPRP00005015624	ENSCPRG00005010943	crocodylus_porosus
ENSSMRP00000003445	ENSSMRG00000002893	salvator_merianae
ENSLLTP00000016788	ENSLLTG00000012789	laticauda_laticaudata
ENSMODP00000052651	ENSMODG00000017005	monodelphis_domestica
ENSSHAP00000002610	ENSSHAG00000002309	sarcophilus_harrisii
ENSVURP00010002451	ENSVURG00010002010	vombatus_ursinus
ENSPCIP00000052097	ENSPCIG00000033985	phascolarctos_cinereus
ENSLACP00000012258	ENSLACG00000010790	latimeria_chalumnae
ENSLACP00000001184	ENSLACG00000001060	latimeria_chalumnae
