ENSPMAP00000007340	ENSPMAG00000006652	petromyzon_marinus
ENSPKIP00000034476	ENSPKIG00000013783	paramormyrops_kingsleyae
ENSEEEP00000014392	ENSEEEG00000007163	electrophorus_electricus
ENSSFOP00015068038	ENSSFOG00015013171	scleropages_formosus
ENSPKIP00000001131	ENSPKIG00000019541	paramormyrops_kingsleyae
ENSLOCP00000008104	ENSLOCG00000006711	lepisosteus_oculatus
ENSMUGP00000006280	ENSMUGG00000005801	meriones_unguiculatus
ENSCAPP00000018545	ENSCAPG00000017912	cavia_aperea
ENSCPOP00000025503	ENSCPOG00000034531	cavia_porcellus
ENSODEP00000006455	ENSODEG00000004832	octodon_degus
ENSCLAP00000014663	ENSCLAG00000010126	chinchilla_lanigera
ENSHGLP00100011853	ENSHGLG00100008806	heterocephalus_glaber_male
ENSHGLP00000024639	ENSHGLG00000017565	heterocephalus_glaber_female
ENSFDAP00000017303	ENSFDAG00000005892	fukomys_damarensis
ENSSARP00000003487	ENSSARG00000003838	sorex_araneus
ENSOANP00000035660	ENSOANG00000008332	ornithorhynchus_anatinus
ENSMODP00000051299	ENSMODG00000001352	monodelphis_domestica
ENSSHAP00000019334	ENSSHAG00000016421	sarcophilus_harrisii
ENSMEUP00000011214	ENSMEUG00000012307	notamacropus_eugenii
ENSVURP00010011914	ENSVURG00010009211	vombatus_ursinus
ENSPCIP00000027245	ENSPCIG00000020351	phascolarctos_cinereus
ENSETEP00000015868	ENSETEG00000019532	echinops_telfairi
ENSTSYP00000009399	ENSTSYG00000010249	carlito_syrichta
ENSOCUP00000024693	ENSOCUG00000023790	oryctolagus_cuniculus
ENSOPRP00000006263	ENSOPRG00000006840	ochotona_princeps
ENSMMMP00000015403	ENSMMMG00000013738	marmota_marmota_marmota
ENSSTOP00000026796	ENSSTOG00000022807	ictidomys_tridecemlineatus
ENSUPAP00010020472	ENSUPAG00010016191	urocitellus_parryii
ENSSDAP00000020722	ENSSDAG00000018876	spermophilus_dauricus
ENSSVLP00005010335	ENSSVLG00005008154	sciurus_vulgaris
ENSCCNP00000023137	ENSCCNG00000022752	castor_canadensis
ENSDORP00000013844	ENSDORG00000014715	dipodomys_ordii
ENSPEMP00000007061	ENSPEMG00000009106	peromyscus_maniculatus_bairdii
ENSCGRP00001014944	ENSCGRG00001015667	cricetulus_griseus_chok1gshd
ENSCGRP00015027862	ENSCGRG00015021099	cricetulus_griseus_picr
ENSCGRP00000013323	ENSCGRG00000009681	cricetulus_griseus_crigri
ENSMOCP00000010569	ENSMOCG00000010797	microtus_ochrogaster
ENSRNOP00000044602	ENSRNOG00000029449	rattus_norvegicus
ENSMUSP00000048171	ENSMUSG00000035305	mus_musculus
MGP_SPRETEiJ_P0065608	MGP_SPRETEiJ_G0027167	mus_spretus
MGP_CAROLIEiJ_P0063117	MGP_CAROLIEiJ_G0026198	mus_caroli
ENSMSIP00000038623	ENSMSIG00000032184	mus_spicilegus
MGP_PahariEiJ_P0078245	MGP_PahariEiJ_G0028535	mus_pahari
ENSNGAP00000014935	ENSNGAG00000016109	nannospalax_galili
ENSJJAP00000005181	ENSJJAG00000010121	jaculus_jaculus
ENSPCOP00000005538	ENSPCOG00000013692	propithecus_coquereli
ENSPSMP00000009335	ENSPSMG00000006825	prolemur_simus
ENSMICP00000012457	ENSMICG00000013653	microcebus_murinus
ENSOGAP00000004705	ENSOGAG00000005259	otolemur_garnettii
ENSPPYP00000001486	ENSPPYG00000001274	pongo_abelii
ENSGGOP00000013461	ENSGGOG00000013797	gorilla_gorilla
ENSP00000360120	ENSG00000185483	homo_sapiens
ENSPPAP00000002248	ENSPPAG00000010111	pan_paniscus
ENSPTRP00000086619	ENSPTRG00000024245	pan_troglodytes
ENSNLEP00000018354	ENSNLEG00000015103	nomascus_leucogenys
ENSPANP00000022920	ENSPANG00000023470	papio_anubis
ENSTGEP00000014390	ENSTGEG00000011684	theropithecus_gelada
ENSMLEP00000008499	ENSMLEG00000028433	mandrillus_leucophaeus
ENSCATP00000016624	ENSCATG00000032220	cercocebus_atys
ENSMFAP00000040655	ENSMFAG00000041091	macaca_fascicularis
ENSMMUP00000006205	ENSMMUG00000004668	macaca_mulatta
ENSMNEP00000002120	ENSMNEG00000009711	macaca_nemestrina
ENSCSAP00000016670	ENSCSAG00000001347	chlorocebus_sabaeus
ENSCANP00000003623	ENSCANG00000012795	colobus_angolensis_palliatus
ENSPTEP00000015608	ENSPTEG00000017247	piliocolobus_tephrosceles
ENSRBIP00000010614	ENSRBIG00000029149	rhinopithecus_bieti
ENSRROP00000033135	ENSRROG00000040188	rhinopithecus_roxellana
ENSSBOP00000006153	ENSSBOG00000019997	saimiri_boliviensis_boliviensis
ENSCJAP00000030604	ENSCJAG00000016620	callithrix_jacchus
ENSCCAP00000036547	ENSCCAG00000036191	cebus_capucinus
ENSANAP00000015671	ENSANAG00000025721	aotus_nancymaae
ENSTBEP00000008836	ENSTBEG00000010209	tupaia_belangeri
ENSCHOP00000007834	ENSCHOG00000008853	choloepus_hoffmanni
ENSDNOP00000024955	ENSDNOG00000033892	dasypus_novemcinctus
ENSLAFP00000010560	ENSLAFG00000012631	loxodonta_africana
ENSPCAP00000001818	ENSPCAG00000001955	procavia_capensis
ENSRFEP00010005409	ENSRFEG00010003713	rhinolophus_ferrumequinum
ENSMLUP00000009626	ENSMLUG00000010560	myotis_lucifugus
ENSPVAP00000006587	ENSPVAG00000006981	pteropus_vampyrus
ENSEASP00005011622	ENSEASG00005008170	equus_asinus_asinus
ENSECAP00000021597	ENSECAG00000024107	equus_caballus
ENSSSUP00005029557	ENSSSUG00005018978	suricata_suricatta
ENSLCNP00005011837	ENSLCNG00005007754	lynx_canadensis
ENSFCAP00000049281	ENSFCAG00000013779	felis_catus
ENSPLOP00000010652	ENSPLOG00000007754	panthera_leo
ENSPPRP00000026778	ENSPPRG00000017823	panthera_pardus
ENSPTIP00000018134	ENSPTIG00000016351	panthera_tigris_altaica
ENSCAFP00020022778	ENSCAFG00020017975	canis_lupus_dingo
ENSCAFP00040016072	ENSCAFG00040009894	canis_lupus_familiarisgreatdane
ENSCAFP00030008174	ENSCAFG00030005016	canis_lupus_familiarisbasenji
ENSCAFP00000027493	ENSCAFG00000018635	canis_lupus_familiaris
ENSVVUP00000018939	ENSVVUG00000013960	vulpes_vulpes
ENSAMEP00000015908	ENSAMEG00000015085	ailuropoda_melanoleuca
ENSUTTP00000002069	ENSUTTG00000001333	ursus_thibetanus_thibetanus
ENSUAMP00000033172	ENSUAMG00000025284	ursus_americanus
ENSUAMP00000033173	ENSUAMG00000025285	ursus_americanus
ENSUMAP00000011609	ENSUMAG00000008696	ursus_maritimus
ENSNVIP00000012914	ENSNVIG00000010206	neovison_vison
ENSMPUP00000000708	ENSMPUG00000000709	mustela_putorius_furo
ENSZCAP00015020324	ENSZCAG00015012894	zalophus_californianus
ENSMMNP00015030324	ENSMMNG00015022071	monodon_monoceros
ENSDLEP00000029758	ENSDLEG00000021274	delphinapterus_leucas
ENSPSNP00000004028	ENSPSNG00000003007	phocoena_sinus
ENSTTRP00000013429	ENSTTRG00000014162	tursiops_truncatus
ENSPCTP00005031971	ENSPCTG00005022678	physeter_catodon
ENSBMSP00010003574	ENSBMSG00010002655	balaenoptera_musculus
ENSBMUP00000011037	ENSBMUG00000008505	bos_mutus
ENSBGRP00000026788	ENSBGRG00000016686	bos_grunniens
ENSBBBP00000016061	ENSBBBG00000023934	bison_bison_bison
ENSBIXP00005039150	ENSBIXG00005021527	bos_indicus_hybrid
ENSBTAP00000016333	ENSBTAG00000012312	bos_taurus
ENSBIXP00000025011	ENSBIXG00000005695	bos_taurus_hybrid
ENSOARP00000010571	ENSOARG00000009860	ovis_aries
ENSOARP00020033754	ENSOARG00020025892	ovis_aries_rambouillet
ENSCHIP00000033691	ENSCHIG00000027140	capra_hircus
ENSCHIP00010006294	ENSCHIG00010004434	capra_hircus_blackbengal
ENSMMSP00000011700	ENSMMSG00000008912	moschus_moschiferus
ENSCHYP00000014282	ENSCHYG00000009213	cervus_hanglu_yarkandensis
ENSCDRP00005005498	ENSCDRG00005003848	camelus_dromedarius
ENSVPAP00000007872	ENSVPAG00000008458	vicugna_pacos
ENSSSCP00000004123	ENSSSCG00000003811	sus_scrofa
ENSCWAP00000014182	ENSCWAG00000010877	catagonus_wagneri
ENSEEUP00000005093	ENSEEUG00000005597	erinaceus_europaeus
ENSPMJP00000016325	ENSPMJG00000012338	parus_major
ENSCCEP00000007930	ENSCCEG00000008258	cyanistes_caeruleus
ENSMCSP00000022877	ENSMCSG00000015909	malurus_cyaneus_samueli
ENSFALP00000013171	ENSFALG00000012605	ficedula_albicollis
ENSCUSP00005005434	ENSCUSG00005003451	catharus_ustulatus
ENSCUSP00005004795	ENSCUSG00005003111	catharus_ustulatus
ENSCRFP00000008836	ENSCRFG00000006936	stachyris_ruficeps
ENSZLMP00000009534	ENSZLMG00000006691	zosterops_lateralis_melanops
ENSEGOP00005018516	ENSEGOG00005014805	erythrura_gouldiae
ENSSCAP00000009184	ENSSCAG00000007007	serinus_canaria
ENSSCAP00000009140	ENSSCAG00000006973	serinus_canaria
ENSZALP00000014087	ENSZALG00000011694	zonotrichia_albicollis
ENSJHYP00000004103	ENSJHYG00000003416	junco_hyemalis
ENSGFOP00000020091	ENSGFOG00000013466	geospiza_fortis
ENSCPVP00000019413	ENSCPVG00000014152	camarhynchus_parvulus
ENSTGUP00000033477	ENSTGUG00000023239	taeniopygia_guttata
ENSTGUP00000010261	ENSTGUG00000009942	taeniopygia_guttata
ENSLSDP00000014853	ENSLSDG00000010710	lonchura_striata_domestica
ENSEGOP00005011491	ENSEGOG00005008984	erythrura_gouldiae
ENSCMUP00000010105	ENSCMUG00000006453	corvus_moneduloides
ENSPCLP00000007043	ENSPCLG00000005880	phasianus_colchicus
ENSSDAP00000017649	ENSSDAG00000016078	spermophilus_dauricus
ENSCAFP00020022771	ENSCAFG00020017973	canis_lupus_dingo
ENSMVIP00005011091	ENSMVIG00005008158	manacus_vitellinus
ENSLCOP00000004693	ENSLCOG00000003550	lepidothrix_coronata
ENSCPUP00000016180	ENSCPUG00000011218	calidris_pugnax
ENSCPGP00000023153	ENSCPGG00000016056	calidris_pygmaea
ENSCPGP00000023150	ENSCPGG00000016051	calidris_pygmaea
ENSABRP00000021782	ENSABRG00000018481	anser_brachyrhynchus
ENSACDP00005022815	ENSACDG00005016538	anser_cygnoides
ENSCMMP00000023270	ENSCMMG00000014532	cairina_moschata_domestica
ENSAPLP00000025109	ENSAPLG00000013960	anas_platyrhynchos_platyrhynchos
ENSAPLP00020025410	ENSAPLG00020017456	anas_platyrhynchos
ENSAZOP00000003129	ENSAZOG00000002059	anas_zonorhyncha
ENSPSTP00000011239	ENSPSTG00000007911	pavo_cristatus
ENSPCLP00000007044	ENSPCLG00000005881	phasianus_colchicus
ENSMGAP00000012360	ENSMGAG00000011783	meleagris_gallopavo
ENSCPIP00010015051	ENSCPIG00010012004	chrysolophus_pictus
ENSGALP00000017932	ENSGALG00000011019	gallus_gallus
ENSCJPP00005017828	ENSCJPG00005014492	coturnix_japonica
ENSNMEP00000010015	ENSNMEG00000009572	numida_meleagris
ENSSHBP00005013691	ENSSHBG00005011980	strigops_habroptila
ENSMUNP00000015903	ENSMUNG00000012249	melopsittacus_undulatus
ENSACOP00000001886	ENSACOG00000001357	amazona_collaria
ENSACUP00000005760	ENSACUG00000003919	athene_cunicularia
ENSOSUP00000012071	ENSOSUG00000008719	otus_sunia
ENSSOCP00000022213	ENSSOCG00000016536	strix_occidentalis_caurina
ENSBOBP00000007178	ENSBOBG00000004746	bubo_bubo
ENSANIP00000014536	ENSANIG00000009885	accipiter_nisus
ENSBJAP00000025476	ENSBJAG00000016224	buteo_japonicus
ENSACCP00020024910	ENSACCG00020017042	aquila_chrysaetos_chrysaetos
ENSFTIP00000021896	ENSFTIG00000014208	falco_tinnunculus
ENSXETP00000084967	ENSXETG00000034676	xenopus_tropicalis
ENSLLEP00000027310	ENSLLEG00000017315	leptobrachium_leishanense
ENSLACP00000010024	ENSLACG00000008836	latimeria_chalumnae
ENSLACP00000004611	ENSLACG00000004105	latimeria_chalumnae
ENSCPBP00000001070	ENSCPBG00000000862	chrysemys_picta_bellii
ENSTMTP00000029734	ENSTMTG00000021497	terrapene_carolina_triunguis
ENSTMTP00000022560	ENSTMTG00000016476	terrapene_carolina_triunguis
ENSCABP00000031651	ENSCABG00000023113	chelonoidis_abingdonii
ENSGAGP00000013147	ENSGAGG00000010078	gopherus_agassizii
ENSGEVP00005018503	ENSGEVG00005012980	gopherus_evgoodei
ENSCSRP00000002347	ENSCSRG00000001796	chelydra_serpentina
ENSCSRP00000027038	ENSCSRG00000020076	chelydra_serpentina
ENSPSIP00000011325	ENSPSIG00000010191	pelodiscus_sinensis
ENSPCEP00000024649	ENSPCEG00000018616	pelusios_castaneus
ENSPCEP00000024645	ENSPCEG00000018614	pelusios_castaneus
ENSCPRP00005015734	ENSCPRG00005011020	crocodylus_porosus
ENSPMRP00000016938	ENSPMRG00000011243	podarcis_muralis
ENSSMRP00000023559	ENSSMRG00000018278	salvator_merianae
ENSACAP00000008167	ENSACAG00000008290	anolis_carolinensis
ENSPVIP00000022465	ENSPVIG00000016940	pogona_vitticeps
ENSVKKP00000017786	ENSVKKG00000012151	varanus_komodoensis
ENSLLTP00000017201	ENSLLTG00000013083	laticauda_laticaudata
ENSPTXP00000027327	ENSPTXG00000018836	pseudonaja_textilis
ENSPTXP00000027488	ENSPTXG00000018936	pseudonaja_textilis
ENSNSUP00000002147	ENSNSUG00000001815	notechis_scutatus
ENSNNAP00000024835	ENSNNAG00000016256	naja_naja
ENSSPUP00000021322	ENSSPUG00000016382	sphenodon_punctatus
ENSPMRP00000034312	ENSPMRG00000022272	podarcis_muralis
ENSNPEP00000001069	ENSNPEG00000000845	nothoprocta_perdicaria
ENSDNVP00000013619	ENSDNVG00000009593	dromaius_novaehollandiae
ENSSCUP00000005666	ENSSCUG00000004189	struthio_camelus_australis
ENSARWP00000020910	ENSARWG00000014285	apteryx_rowi
ENSAHAP00000005497	ENSAHAG00000004235	apteryx_haastii
ENSAOWP00000018342	ENSAOWG00000012507	apteryx_owenii
ENSCMIP00000029946	ENSCMIG00000012925	callorhinchus_milii
